-0.170,  9.788, -0.190,  0.000,  5.249,  0.061,  0.090,  0.026,  0.003
-0.112,  9.786, -0.147, -0.061,  5.310,  0.183,  0.092,  0.027,  0.004
-0.079,  9.829, -0.154,  0.000,  5.432,  0.183,  0.094,  0.028,  0.004
-0.112,  9.795, -0.169,  0.000,  5.432,  0.183,  0.096,  0.029,  0.004
-0.131,  9.771, -0.131,  0.122,  5.554,  0.183,  0.097,  0.030,  0.004
-0.112,  9.779, -0.097,  0.000,  5.676,  0.183,  0.099,  0.031,  0.004
-0.124,  9.793, -0.150,  0.061,  5.676,  0.244,  0.101,  0.032,  0.005
-0.081,  9.805, -0.135,  0.061,  5.798,  0.305,  0.103,  0.033,  0.005
-0.084,  9.810, -0.074,  0.000,  5.920,  0.183,  0.105,  0.034,  0.005
-0.105,  9.827, -0.126,  0.000,  5.920,  0.183,  0.107,  0.035,  0.005
-0.067,  9.788, -0.102, -0.061,  5.859,  0.183,  0.109,  0.036,  0.005
-0.120,  9.827, -0.126,  0.000,  6.104,  0.244,  0.111,  0.037,  0.006
-0.134,  9.812, -0.112,  0.000,  6.104,  0.183,  0.113,  0.038,  0.006
-0.091,  9.848, -0.095, -0.061,  6.042,  0.122,  0.115,  0.039,  0.006
-0.098,  9.762, -0.145,  0.122,  6.226,  0.122,  0.117,  0.040,  0.006
-0.088,  9.800, -0.238,  0.000,  6.226,  0.122,  0.118,  0.042,  0.007
-0.115,  9.827, -0.152,  0.061,  6.348,  0.244,  0.120,  0.043,  0.007
-0.098,  9.817, -0.178,  0.061,  6.348,  0.305,  0.122,  0.044,  0.007
-0.120,  9.822, -0.105,  0.061,  6.470,  0.244,  0.124,  0.045,  0.007
-0.103,  9.795, -0.128,  0.000,  6.592,  0.244,  0.126,  0.046,  0.008
-0.096,  9.783, -0.024, -0.122,  6.531,  0.122,  0.128,  0.047,  0.008
-0.117,  9.781, -0.126, -0.122,  6.531,  0.244,  0.130,  0.048,  0.008
-0.081,  9.779, -0.097, -0.061,  6.531,  0.183,  0.132,  0.050,  0.009
-0.079,  9.800, -0.152, -0.061,  6.653,  0.244,  0.134,  0.051,  0.009
-0.088,  9.771, -0.138, -0.122,  6.531,  0.183,  0.135,  0.052,  0.009
-0.079,  9.783, -0.171, -0.122,  6.653,  0.244,  0.137,  0.053,  0.009
-0.098,  9.803, -0.102,  0.000,  6.836,  0.183,  0.139,  0.054,  0.010
-0.093,  9.755, -0.102, -0.061,  6.775,  0.244,  0.141,  0.055,  0.010
-0.069,  9.788, -0.114,  0.000,  6.836,  0.305,  0.143,  0.057,  0.010
-0.110,  9.793, -0.183, -0.244,  6.775,  0.305,  0.145,  0.058,  0.011
-0.131,  9.807, -0.109, -0.122,  6.775,  0.122,  0.147,  0.059,  0.011
-0.098,  9.776, -0.052, -0.122,  6.775,  0.244,  0.149,  0.060,  0.011
-0.100,  9.807, -0.095, -0.061,  6.958,  0.244,  0.150,  0.061,  0.012
-0.048,  9.803, -0.121, -0.122,  6.836,  0.122,  0.152,  0.063,  0.012
-0.043,  9.769, -0.102, -0.183,  6.958,  0.305,  0.154,  0.064,  0.012
-0.076,  9.767, -0.048, -0.061,  6.897,  0.305,  0.156,  0.065,  0.013
-0.108,  9.805, -0.128, -0.122,  6.958,  0.244,  0.158,  0.066,  0.013
-0.120,  9.836, -0.076, -0.305,  6.897,  0.122,  0.160,  0.067,  0.014
-0.096,  9.807, -0.154, -0.183,  6.958,  0.244,  0.162,  0.069,  0.014
-0.110,  9.788, -0.169, -0.183,  6.897,  0.244,  0.163,  0.070,  0.014
-0.100,  9.829, -0.171, -0.183,  6.958,  0.244,  0.165,  0.071,  0.015
-0.131,  9.795, -0.119, -0.122,  7.080,  0.366,  0.167,  0.072,  0.015
-0.053,  9.793, -0.150, -0.061,  6.958,  0.183,  0.169,  0.073,  0.015
-0.081,  9.786, -0.109, -0.244,  6.897,  0.122,  0.171,  0.075,  0.016
-0.122,  9.843, -0.105, -0.061,  6.836,  0.244,  0.173,  0.076,  0.016
-0.067,  9.824, -0.048, -0.122,  6.775,  0.305,  0.175,  0.077,  0.017
-0.069,  9.805, -0.162, -0.183,  7.080,  0.305,  0.177,  0.078,  0.017
-0.124,  9.829, -0.114, -0.183,  6.897,  0.305,  0.178,  0.079,  0.018
-0.096,  9.860, -0.126, -0.183,  6.775,  0.244,  0.180,  0.081,  0.018
-0.060,  9.834, -0.116, -0.183,  6.958,  0.183,  0.182,  0.082,  0.018
-0.081,  9.810, -0.081, -0.122,  6.836,  0.305,  0.184,  0.083,  0.019
-0.103,  9.858, -0.078, -0.061,  6.775,  0.244,  0.186,  0.084,  0.019
-0.072,  9.769, -0.188, -0.061,  6.836,  0.305,  0.188,  0.085,  0.020
-0.086,  9.803, -0.140,  0.061,  6.836,  0.122,  0.190,  0.086,  0.020
-0.088,  9.791, -0.107,  0.000,  6.836,  0.244,  0.192,  0.088,  0.021
-0.076,  9.819, -0.143,  0.000,  6.714,  0.244,  0.194,  0.089,  0.021
-0.062,  9.769, -0.131,  0.000,  6.836,  0.305,  0.195,  0.090,  0.021
-0.055,  9.769, -0.207,  0.061,  6.714,  0.244,  0.197,  0.091,  0.022
-0.115,  9.807, -0.143,  0.061,  6.836,  0.305,  0.199,  0.092,  0.022
-0.086,  9.807, -0.133,  0.061,  6.714,  0.183,  0.201,  0.093,  0.023
-0.091,  9.786, -0.102,  0.061,  6.714,  0.305,  0.203,  0.094,  0.023
-0.065,  9.853, -0.128,  0.000,  6.470,  0.183,  0.205,  0.095,  0.024
-0.120,  9.803, -0.109,  0.000,  6.470,  0.183,  0.207,  0.096,  0.024
-0.108,  9.800, -0.071,  0.000,  6.348,  0.122,  0.209,  0.098,  0.025
-0.053,  9.771, -0.076,  0.000,  6.470,  0.244,  0.211,  0.099,  0.025
-0.100,  9.819, -0.131,  0.000,  6.287,  0.244,  0.213,  0.100,  0.026
-0.131,  9.807, -0.140,  0.061,  6.287,  0.183,  0.214,  0.101,  0.026
-0.096,  9.815, -0.135,  0.000,  6.287,  0.305,  0.216,  0.102,  0.027
-0.053,  9.798, -0.157,  0.000,  6.226,  0.183,  0.218,  0.103,  0.027
-0.108,  9.791, -0.086,  0.000,  6.165,  0.305,  0.220,  0.104,  0.027
-0.120,  9.779, -0.162,  0.000,  6.104,  0.305,  0.222,  0.105,  0.028
-0.079,  9.815, -0.138,  0.000,  6.104,  0.122,  0.224,  0.106,  0.028
-0.093,  9.819, -0.164,  0.000,  5.920,  0.305,  0.226,  0.107,  0.029
-0.086,  9.812, -0.052,  0.061,  5.920,  0.122,  0.228,  0.108,  0.029
-0.103,  9.800, -0.128,  0.122,  5.920,  0.244,  0.230,  0.109,  0.030
-0.134,  9.781, -0.090,  0.061,  5.798,  0.244,  0.232,  0.110,  0.030
-0.053,  9.812, -0.162,  0.061,  5.798,  0.305,  0.234,  0.111,  0.031
-0.084,  9.771, -0.093,  0.000,  5.676,  0.183,  0.235,  0.112,  0.031
-0.072,  9.776, -0.185,  0.061,  5.615,  0.305,  0.237,  0.113,  0.032
-0.079,  9.750, -0.164, -0.122,  5.432,  0.183,  0.239,  0.114,  0.032
-0.127,  9.750, -0.100,  0.061,  5.432,  0.183,  0.241,  0.114,  0.033
-0.100,  9.810, -0.150,  0.000,  5.249,  0.122,  0.243,  0.115,  0.033
-0.081,  9.786, -0.126,  0.000,  5.371,  0.183,  0.245,  0.116,  0.034
-0.074,  9.815, -0.107,  0.061,  5.249,  0.183,  0.247,  0.117,  0.034
-0.088,  9.783, -0.135,  0.122,  5.127,  0.122,  0.249,  0.118,  0.035
-0.057,  9.805, -0.147,  0.000,  4.944,  0.244,  0.251,  0.119,  0.035
-0.067,  9.786, -0.119, -0.061,  5.005,  0.183,  0.252,  0.119,  0.036
-0.086,  9.805, -0.128,  0.061,  4.883,  0.061,  0.254,  0.120,  0.036
-0.105,  9.824, -0.183,  0.000,  4.700,  0.183,  0.256,  0.121,  0.037
-0.074,  9.788, -0.119,  0.000,  4.700,  0.122,  0.258,  0.122,  0.037
-0.072,  9.807, -0.109,  0.000,  4.700,  0.305,  0.260,  0.123,  0.038
-0.074,  9.793, -0.033,  0.000,  4.333,  0.122,  0.262,  0.123,  0.038
-0.079,  9.848, -0.116,  0.000,  4.333,  0.061,  0.264,  0.124,  0.039
-0.079,  9.786, -0.102, -0.122,  4.089,  0.122,  0.266,  0.125,  0.039
-0.053,  9.774, -0.102, -0.061,  4.211,  0.183,  0.268,  0.125,  0.039
-0.084,  9.800, -0.097,  0.000,  4.089,  0.122,  0.269,  0.126,  0.040
-0.074,  9.779, -0.145, -0.183,  3.967,  0.061,  0.271,  0.127,  0.040
-0.072,  9.798, -0.100, -0.061,  3.967,  0.122,  0.273,  0.127,  0.041
-0.081,  9.819, -0.105, -0.061,  3.601,  0.122,  0.275,  0.128,  0.041
-0.079,  9.791, -0.214, -0.061,  3.662,  0.183,  0.277,  0.128,  0.042
-0.110,  9.817, -0.169, -0.061,  3.479,  0.122,  0.279,  0.129,  0.042
-0.081,  9.769, -0.093, -0.183,  3.418,  0.183,  0.280,  0.129,  0.043
-0.120,  9.788, -0.154, -0.122,  3.357,  0.061,  0.282,  0.130,  0.043
-0.084,  9.827, -0.169, -0.183,  3.052,  0.122,  0.284,  0.131,  0.044
-0.141,  9.810, -0.195,  0.000,  3.357,  0.183,  0.286,  0.131,  0.044
-0.105,  9.781, -0.135, -0.183,  2.991,  0.183,  0.288,  0.132,  0.044
-0.079,  9.810, -0.116, -0.183,  2.991,  0.122,  0.290,  0.132,  0.045
-0.076,  9.795, -0.090, -0.122,  2.808,  0.061,  0.292,  0.132,  0.045
-0.091,  9.815, -0.128, -0.183,  2.808,  0.183,  0.293,  0.133,  0.046
-0.067,  9.783, -0.162, -0.122,  2.625,  0.122,  0.295,  0.133,  0.046
-0.081,  9.762, -0.131, -0.244,  2.441,  0.122,  0.297,  0.134,  0.046
-0.084,  9.817, -0.143,  0.000,  2.441,  0.122,  0.299,  0.134,  0.047
-0.096,  9.781, -0.131, -0.061,  2.197,  0.000,  0.301,  0.134,  0.047
-0.079,  9.788, -0.031,  0.000,  2.197,  0.183,  0.303,  0.135,  0.048
-0.067,  9.781, -0.143,  0.000,  2.014,  0.000,  0.304,  0.135,  0.048
-0.096,  9.807, -0.152,  0.000,  2.014,  0.061,  0.306,  0.135,  0.048
-0.117,  9.805, -0.114, -0.061,  1.770,  0.061,  0.308,  0.135,  0.049
-0.076,  9.846, -0.100, -0.061,  1.648,  0.000,  0.310,  0.136,  0.049
-0.103,  9.805, -0.126, -0.061,  1.404,  0.061,  0.312,  0.136,  0.049
-0.079,  9.740, -0.069,  0.000,  1.526,  0.061,  0.314,  0.136,  0.050
-0.057,  9.798, -0.126,  0.000,  1.343,  0.000,  0.315,  0.136,  0.050
-0.045,  9.798, -0.135, -0.061,  1.160,  0.061,  0.317,  0.136,  0.050
-0.081,  9.824, -0.062,  0.000,  1.160,  0.000,  0.319,  0.137,  0.051
-0.108,  9.800, -0.090,  0.061,  0.977,  0.000,  0.321,  0.137,  0.051
-0.088,  9.819, -0.088,  0.000,  0.854,  0.000,  0.323,  0.137,  0.051
-0.117,  9.807, -0.119,  0.061,  0.732,  0.000,  0.325,  0.137,  0.052
-0.074,  9.798, -0.071,  0.061,  0.549,  0.000,  0.326,  0.137,  0.052
-0.084,  9.793, -0.093,  0.183,  0.549,  0.122,  0.328,  0.137,  0.052
-0.086,  9.831, -0.100,  0.122,  0.427,  0.061,  0.330,  0.137,  0.053
-0.081,  9.815, -0.128,  0.000,  0.183,  0.183,  0.332,  0.137,  0.053
-0.062,  9.788, -0.166,  0.122,  0.244, -0.183,  0.334,  0.137,  0.053
-0.105,  9.736, -0.135,  0.122,  0.061,  0.000,  0.336,  0.137,  0.053
-0.105,  9.824, -0.138,  0.000,  0.000,  0.000,  0.337,  0.137,  0.054
-0.088,  9.827, -0.169,  0.122,  0.000,  0.000,  0.339,  0.137,  0.054
-0.045,  9.831, -0.157,  0.000, -0.305,  0.000,  0.341,  0.137,  0.054
-0.050,  9.829, -0.166,  0.061, -0.488, -0.122,  0.343,  0.136,  0.054
-0.076,  9.762, -0.178, -0.061, -0.488,  0.000,  0.345,  0.136,  0.055
-0.088,  9.762, -0.095, -0.061, -0.671, -0.183,  0.347,  0.136,  0.055
-0.081,  9.786, -0.154,  0.000, -0.854, -0.122,  0.348,  0.136,  0.055
-0.093,  9.783, -0.209,  0.122, -0.977,  0.000,  0.350,  0.136,  0.055
-0.103,  9.776, -0.173,  0.000, -0.854,  0.000,  0.352,  0.136,  0.055
-0.065,  9.798, -0.102,  0.000, -1.221, -0.122,  0.354,  0.135,  0.056
-0.065,  9.755, -0.090,  0.061, -1.343, -0.244,  0.356,  0.135,  0.056
-0.143,  9.788, -0.071, -0.061, -1.404,  0.000,  0.358,  0.135,  0.056
-0.048,  9.812, -0.171, -0.061, -1.587,  0.061,  0.359,  0.134,  0.056
-0.122,  9.788, -0.166, -0.061, -1.587,  0.000,  0.361,  0.134,  0.056
-0.069,  9.769, -0.164,  0.000, -1.831, -0.183,  0.363,  0.134,  0.056
-0.062,  9.805, -0.095,  0.061, -1.892, -0.122,  0.365,  0.133,  0.056
-0.086,  9.824, -0.057, -0.061, -1.953, -0.183,  0.366,  0.133,  0.056
-0.096,  9.774, -0.059, -0.122, -2.258, -0.122,  0.368,  0.133,  0.057
-0.096,  9.805, -0.147, -0.122, -2.380, -0.122,  0.370,  0.132,  0.057
-0.076,  9.817, -0.140, -0.122, -2.380, -0.183,  0.372,  0.132,  0.057
-0.062,  9.817, -0.126, -0.061, -2.380, -0.122,  0.374,  0.131,  0.057
-0.072,  9.805, -0.062, -0.061, -2.686, -0.244,  0.375,  0.131,  0.057
-0.067,  9.786, -0.093, -0.061, -2.686,  0.000,  0.377,  0.130,  0.057
-0.067,  9.800, -0.100, -0.061, -2.808, -0.122,  0.379,  0.130,  0.057
-0.093,  9.764, -0.062, -0.061, -3.052, -0.244,  0.381,  0.129,  0.057
-0.076,  9.791, -0.114, -0.061, -3.052, -0.183,  0.382,  0.129,  0.057
-0.105,  9.793, -0.124, -0.122, -3.235, -0.183,  0.384,  0.128,  0.057
-0.129,  9.795, -0.114, -0.244, -3.357, -0.183,  0.386,  0.128,  0.057
-0.129,  9.774, -0.154, -0.122, -3.540, -0.183,  0.388,  0.127,  0.057
-0.072,  9.776, -0.083, -0.244, -3.540, -0.305,  0.389,  0.126,  0.057
-0.096,  9.843, -0.069, -0.122, -3.662, -0.183,  0.391,  0.126,  0.057
-0.098,  9.793, -0.150, -0.183, -3.906, -0.122,  0.393,  0.125,  0.057
-0.105,  9.827, -0.119, -0.122, -3.906, -0.244,  0.394,  0.124,  0.057
-0.098,  9.795, -0.147, -0.183, -3.967, -0.183,  0.396,  0.124,  0.057
-0.100,  9.781, -0.131, -0.244, -4.028, -0.305,  0.398,  0.123,  0.057
-0.115,  9.819, -0.088, -0.244, -4.150, -0.183,  0.400,  0.122,  0.057
-0.072,  9.759, -0.062, -0.183, -4.272, -0.244,  0.401,  0.122,  0.056
-0.055,  9.781, -0.152, -0.122, -4.456, -0.183,  0.403,  0.121,  0.056
-0.069,  9.788, -0.100, -0.122, -4.517, -0.305,  0.405,  0.120,  0.056
-0.065,  9.817, -0.097, -0.183, -4.517, -0.305,  0.406,  0.119,  0.056
-0.110,  9.752, -0.178, -0.122, -4.761, -0.244,  0.408,  0.119,  0.056
-0.103,  9.762, -0.121, -0.061, -4.700, -0.244,  0.410,  0.118,  0.056
-0.074,  9.783, -0.150, -0.183, -4.883, -0.183,  0.412,  0.117,  0.056
-0.091,  9.783, -0.107, -0.122, -4.944, -0.366,  0.413,  0.116,  0.056
-0.067,  9.815, -0.147,  0.000, -5.188, -0.244,  0.415,  0.115,  0.055
-0.086,  9.774, -0.121, -0.122, -5.188, -0.305,  0.417,  0.114,  0.055
-0.105,  9.803, -0.062, -0.061, -5.188, -0.244,  0.418,  0.114,  0.055
-0.074,  9.805, -0.119, -0.061, -5.432, -0.305,  0.420,  0.113,  0.055
-0.062,  9.805, -0.178, -0.061, -5.371, -0.183,  0.422,  0.112,  0.055
-0.074,  9.786, -0.135, -0.122, -5.554, -0.305,  0.423,  0.111,  0.054
-0.086,  9.798, -0.159, -0.061, -5.493, -0.183,  0.425,  0.110,  0.054
-0.081,  9.795, -0.114,  0.000, -5.615, -0.183,  0.427,  0.109,  0.054
-0.098,  9.767, -0.109, -0.061, -5.615, -0.305,  0.428,  0.108,  0.054
-0.103,  9.805, -0.116, -0.061, -5.737, -0.244,  0.430,  0.107,  0.053
-0.067,  9.805, -0.088,  0.000, -5.920, -0.244,  0.432,  0.106,  0.053
-0.124,  9.819, -0.162,  0.000, -5.981, -0.305,  0.434,  0.105,  0.053
-0.084,  9.822, -0.157, -0.061, -5.859, -0.305,  0.435,  0.104,  0.052
-0.122,  9.791, -0.164,  0.000, -6.226, -0.366,  0.437,  0.103,  0.052
-0.072,  9.781, -0.062, -0.061, -6.165, -0.244,  0.439,  0.102,  0.052
-0.120,  9.822, -0.126,  0.061, -6.348, -0.305,  0.440,  0.101,  0.052
-0.062,  9.783, -0.133, -0.061, -6.287, -0.305,  0.442,  0.100,  0.051
-0.081,  9.783, -0.109,  0.061, -6.348, -0.244,  0.444,  0.099,  0.051
-0.117,  9.791, -0.109,  0.061, -6.409, -0.305,  0.446,  0.098,  0.051
-0.100,  9.795, -0.138,  0.000, -6.470, -0.366,  0.447,  0.097,  0.050
-0.115,  9.781, -0.088, -0.061, -6.470, -0.305,  0.449,  0.096,  0.050
-0.093,  9.815, -0.088,  0.000, -6.592, -0.244,  0.451,  0.095,  0.049
-0.110,  9.795, -0.102,  0.122, -6.653, -0.305,  0.452,  0.094,  0.049
-0.124,  9.779, -0.157,  0.061, -6.714, -0.244,  0.454,  0.093,  0.049
-0.127,  9.817, -0.093,  0.061, -6.592, -0.244,  0.456,  0.092,  0.048
-0.069,  9.781, -0.074, -0.061, -6.775, -0.366,  0.457,  0.091,  0.048
-0.115,  9.786, -0.088,  0.122, -6.775, -0.366,  0.459,  0.089,  0.048
-0.069,  9.795, -0.119, -0.061, -6.836, -0.366,  0.461,  0.088,  0.047
-0.088,  9.807, -0.107,  0.000, -6.897, -0.366,  0.462,  0.087,  0.047
-0.088,  9.829, -0.086, -0.061, -6.958, -0.305,  0.464,  0.086,  0.046
-0.062,  9.779, -0.190, -0.061, -6.958, -0.366,  0.466,  0.085,  0.046
-0.098,  9.740, -0.147, -0.061, -6.958, -0.305,  0.467,  0.084,  0.045
-0.055,  9.774, -0.159,  0.000, -7.141, -0.305,  0.469,  0.083,  0.045
-0.096,  9.779, -0.088, -0.061, -7.080, -0.366,  0.471,  0.082,  0.044
-0.127,  9.767, -0.162, -0.061, -7.141, -0.427,  0.472,  0.081,  0.044
-0.081,  9.791, -0.100,  0.061, -7.202, -0.366,  0.474,  0.079,  0.043
-0.041,  9.810, -0.081, -0.183, -7.263, -0.244,  0.476,  0.078,  0.043
-0.127,  9.755, -0.095, -0.061, -7.202, -0.427,  0.477,  0.077,  0.043
-0.108,  9.803, -0.192, -0.183, -7.324, -0.305,  0.479,  0.076,  0.042
-0.124,  9.755, -0.114, -0.183, -7.385, -0.427,  0.481,  0.075,  0.042
-0.060,  9.793, -0.083, -0.061, -7.385, -0.427,  0.482,  0.074,  0.041
-0.086,  9.817, -0.162,  0.000, -7.202, -0.366,  0.484,  0.073,  0.041
-0.110,  9.762, -0.109, -0.244, -7.324, -0.366,  0.486,  0.072,  0.040
-0.100,  9.817, -0.190, -0.061, -7.385, -0.305,  0.487,  0.070,  0.039
-0.093,  9.783, -0.150, -0.122, -7.324, -0.366,  0.489,  0.069,  0.039
-0.067,  9.819, -0.138, -0.061, -7.324, -0.366,  0.491,  0.068,  0.038
-0.086,  9.793, -0.114, -0.122, -7.385, -0.366,  0.492,  0.067,  0.038
-0.093,  9.800, -0.121, -0.305, -7.385, -0.366,  0.494,  0.066,  0.037
-0.103,  9.759, -0.119, -0.183, -7.446, -0.366,  0.495,  0.065,  0.037
-0.081,  9.805, -0.105, -0.244, -7.385, -0.366,  0.497,  0.064,  0.036
-0.131,  9.817, -0.119, -0.305, -7.446, -0.366,  0.499,  0.062,  0.036
-0.053,  9.803, -0.126, -0.122, -7.568, -0.244,  0.500,  0.061,  0.035
-0.096,  9.822, -0.083, -0.183, -7.385, -0.305,  0.502,  0.060,  0.035
-0.103,  9.795, -0.140, -0.183, -7.324, -0.244,  0.503,  0.059,  0.034
-0.091,  9.750, -0.131, -0.244, -7.446, -0.305,  0.505,  0.058,  0.034
-0.065,  9.836, -0.181, -0.183, -7.446, -0.305,  0.507,  0.057,  0.033
-0.081,  9.774, -0.143, -0.061, -7.385, -0.305,  0.508,  0.056,  0.032
-0.112,  9.791, -0.095, -0.061, -7.263, -0.244,  0.510,  0.054,  0.032
-0.086,  9.764, -0.119, -0.122, -7.507, -0.427,  0.512,  0.053,  0.031
-0.069,  9.807, -0.097, -0.061, -7.202, -0.305,  0.513,  0.052,  0.031
-0.093,  9.817, -0.157, -0.122, -7.263, -0.366,  0.515,  0.051,  0.030
-0.079,  9.822, -0.157, -0.122, -7.202, -0.183,  0.516,  0.050,  0.030
-0.079,  9.769, -0.150, -0.122, -7.324, -0.366,  0.518,  0.049,  0.029
-0.069,  9.815, -0.105, -0.061, -7.080, -0.305,  0.520,  0.048,  0.028
-0.098,  9.788, -0.157, -0.061, -7.141, -0.366,  0.521,  0.047,  0.028
-0.096,  9.748, -0.140, -0.122, -7.141, -0.244,  0.523,  0.046,  0.027
-0.117,  9.771, -0.116, -0.183, -7.202, -0.244,  0.524,  0.045,  0.027
-0.076,  9.774, -0.121,  0.000, -7.080, -0.305,  0.526,  0.044,  0.026
-0.103,  9.817, -0.135, -0.061, -6.958, -0.305,  0.528,  0.043,  0.026
-0.131,  9.819, -0.176,  0.000, -6.897, -0.366,  0.529,  0.042,  0.025
-0.117,  9.791, -0.147,  0.000, -6.897, -0.244,  0.531,  0.041,  0.024
-0.091,  9.817, -0.119,  0.000, -6.958, -0.244,  0.533,  0.040,  0.024
-0.050,  9.812, -0.145, -0.061, -6.775, -0.305,  0.534,  0.039,  0.023
-0.065,  9.771, -0.152,  0.000, -6.775, -0.305,  0.536,  0.038,  0.023
-0.103,  9.827, -0.124,  0.122, -6.653, -0.244,  0.538,  0.037,  0.022
-0.072,  9.803, -0.076,  0.122, -6.653, -0.305,  0.539,  0.036,  0.022
-0.057,  9.779, -0.100, -0.061, -6.592, -0.244,  0.541,  0.035,  0.021
-0.103,  9.786, -0.183,  0.122, -6.470, -0.122,  0.543,  0.034,  0.020
-0.122,  9.803, -0.173, -0.061, -6.470, -0.244,  0.544,  0.033,  0.020
-0.127,  9.786, -0.164,  0.122, -6.348, -0.244,  0.546,  0.032,  0.019
-0.074,  9.793, -0.126,  0.000, -6.470, -0.305,  0.547,  0.031,  0.019
-0.088,  9.779, -0.105,  0.122, -6.409, -0.305,  0.549,  0.030,  0.018
-0.124,  9.819, -0.102,  0.000, -6.165, -0.427,  0.551,  0.029,  0.018
-0.103,  9.774, -0.162,  0.244, -6.348, -0.244,  0.552,  0.028,  0.017
-0.120,  9.774, -0.119,  0.061, -6.226, -0.305,  0.554,  0.027,  0.017
-0.108,  9.781, -0.164,  0.061, -6.104, -0.305,  0.556,  0.026,  0.016
-0.112,  9.755, -0.133,  0.000, -5.859, -0.244,  0.557,  0.025,  0.015
-0.084,  9.757, -0.112,  0.061, -5.981, -0.183,  0.559,  0.025,  0.015
-0.136,  9.776, -0.100,  0.061, -5.859, -0.244,  0.561,  0.024,  0.014
-0.117,  9.807, -0.226,  0.122, -5.615, -0.305,  0.562,  0.023,  0.014
-0.076,  9.805, -0.152,  0.122, -5.676, -0.244,  0.564,  0.022,  0.013
-0.096,  9.800, -0.090,  0.122, -5.432, -0.305,  0.565,  0.021,  0.013
-0.105,  9.771, -0.109,  0.000, -5.493, -0.366,  0.567,  0.020,  0.012
-0.105,  9.795, -0.090,  0.000, -5.371, -0.244,  0.569,  0.020,  0.012
-0.074,  9.803, -0.169,  0.122, -5.493, -0.244,  0.570,  0.019,  0.011
-0.076,  9.810, -0.055,  0.061, -5.371, -0.305,  0.572,  0.018,  0.011
